GCF_000216595.2	PRJNA224116	SAMN00254360	AFLH00000000.2	na	996855	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV3726	strain=Fiocruz LV3726		latest	Contig	Major	Full	2013/05/17	CA_glsol154	J. Craig Venter Institute	GCA_000216595.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/595/GCF_000216595.2_CA_glsol154			na
GCF_000216615.1	PRJNA224116	SAMN00254359	AFLG00000000.1	na	996854	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV3373	strain=Fiocruz LV3373		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol152	J. Craig Venter Institute	GCA_000216615.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/615/GCF_000216615.1_CLC_glsol152			na
GCF_000216635.1	PRJNA224116	SAMN00254358	AFLF00000000.1	na	996853	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV3323	strain=Fiocruz LV3323		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol151	J. Craig Venter Institute	GCA_000216635.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/635/GCF_000216635.1_CLC_glsol151			na
GCF_000216655.1	PRJNA224116	SAMN00254357	AFLE00000000.1	na	996852	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV3244	strain=Fiocruz LV3244		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol144	J. Craig Venter Institute	GCA_000216655.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/655/GCF_000216655.1_CLC_glsol144			na
GCF_000216675.1	PRJNA224116	SAMN00254356	AFLD00000000.1	na	996851	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV3096	strain=Fiocruz LV3096		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol142	J. Craig Venter Institute	GCA_000216675.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/675/GCF_000216675.1_CLC_glsol142			na
GCF_000216695.1	PRJNA224116	SAMN00254355	AFLC00000000.1	na	996850	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV3094	strain=Fiocruz LV3094		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol141	J. Craig Venter Institute	GCA_000216695.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/695/GCF_000216695.1_CLC_glsol141			na
GCF_000216715.1	PRJNA224116	SAMN00254353	AFLB00000000.1	na	996849	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV3086	strain=Fiocruz LV3086		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol140	J. Craig Venter Institute	GCA_000216715.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/715/GCF_000216715.1_CLC_glsol140			na
GCF_000216735.1	PRJNA224116	SAMN00254354	AFLA00000000.1	na	996848	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2973	strain=Fiocruz LV2973		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol137	J. Craig Venter Institute	GCA_000216735.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/735/GCF_000216735.1_CLC_glsol137			na
GCF_000216755.1	PRJNA224116	SAMN00254352	AFKZ00000000.1	na	996847	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2959	strain=Fiocruz LV2959		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol136	J. Craig Venter Institute	GCA_000216755.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/755/GCF_000216755.1_CLC_glsol136			na
GCF_000216775.1	PRJNA224116	SAMN00254351	AFKY00000000.1	na	996846	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2958	strain=Fiocruz LV2958		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol135	J. Craig Venter Institute	GCA_000216775.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/775/GCF_000216775.1_CLC_glsol135			na
GCF_000216795.1	PRJNA224116	SAMN00254350	AFKX00000000.1	na	996845	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2953	strain=Fiocruz LV2953		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol134	J. Craig Venter Institute	GCA_000216795.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/795/GCF_000216795.1_CLC_glsol134			na
GCF_000216815.1	PRJNA224116	SAMN00254349	AFKW00000000.1	na	996844	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2948	strain=Fiocruz LV2948		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol133	J. Craig Venter Institute	GCA_000216815.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/815/GCF_000216815.1_CLC_glsol133			na
GCF_000216835.1	PRJNA224116	SAMN00254347	AFKV00000000.1	na	996843	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2933	strain=Fiocruz LV2933		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol132	J. Craig Venter Institute	GCA_000216835.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/835/GCF_000216835.1_CLC_glsol132			na
GCF_000216855.1	PRJNA224116	SAMN00254348	AFKU00000000.1	na	996842	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2908	strain=Fiocruz LV2908		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol130	J. Craig Venter Institute	GCA_000216855.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/855/GCF_000216855.1_CLC_glsol130			na
GCF_000216875.1	PRJNA224116	SAMN00254346	AFKT00000000.1	na	996841	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2897	strain=Fiocruz LV2897		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol129	J. Craig Venter Institute	GCA_000216875.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/875/GCF_000216875.1_CLC_glsol129			na
GCF_000216895.1	PRJNA224116	SAMN00254345	AFKS00000000.1	na	996840	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2840	strain=Fiocruz LV2840		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol127	J. Craig Venter Institute	GCA_000216895.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/895/GCF_000216895.1_CLC_glsol127			na
GCF_000216915.1	PRJNA224116	SAMN00254344	AFKR00000000.1	na	996839	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2832	strain=Fiocruz LV2832		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol126	J. Craig Venter Institute	GCA_000216915.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/915/GCF_000216915.1_CLC_glsol126			na
GCF_000216935.1	PRJNA224116	SAMN00254343	AFKQ00000000.1	na	996838	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2825	strain=Fiocruz LV2825		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol125	J. Craig Venter Institute	GCA_000216935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/935/GCF_000216935.1_CLC_glsol125			na
GCF_000216955.1	PRJNA224116	SAMN00254342	AFKP00000000.1	na	996837	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2812	strain=Fiocruz LV2812		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol123	J. Craig Venter Institute	GCA_000216955.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/955/GCF_000216955.1_CLC_glsol123			na
GCF_000216975.1	PRJNA224116	SAMN00254341	AFKO00000000.1	na	996836	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2811	strain=Fiocruz LV2811		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol122	J. Craig Venter Institute	GCA_000216975.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/975/GCF_000216975.1_CLC_glsol122			na
GCF_000216995.1	PRJNA224116	SAMN00254338	AFKN00000000.1	na	996835	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2806	strain=Fiocruz LV2806		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol120	J. Craig Venter Institute	GCA_000216995.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/216/995/GCF_000216995.1_CLC_glsol120			na
GCF_000217015.2	PRJNA224116	SAMN00254340	AFKM00000000.1	na	996834	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2805	strain=Fiocruz LV2805		latest	Scaffold	Minor	Full	2011/06/07	CLC_glsol119	J. Craig Venter Institute	GCA_000217015.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/015/GCF_000217015.2_CLC_glsol119			na
GCF_000217035.1	PRJNA224116	SAMN00254337	AFKL00000000.1	na	996833	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2804	strain=Fiocruz LV2804		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol118	J. Craig Venter Institute	GCA_000217035.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/035/GCF_000217035.1_CLC_glsol118			na
GCF_000217055.1	PRJNA224116	SAMN00254339	AFKK00000000.1	na	996832	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2799	strain=Fiocruz LV2799		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol117	J. Craig Venter Institute	GCA_000217055.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/055/GCF_000217055.1_CLC_glsol117			na
GCF_000217075.1	PRJNA224116	SAMN00254336	AFKJ00000000.1	na	996831	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2791	strain=Fiocruz LV2791		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol116	J. Craig Venter Institute	GCA_000217075.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/075/GCF_000217075.1_CLC_glsol116			na
GCF_000217095.1	PRJNA224116	SAMN00254335	AFKI00000000.1	na	996830	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2790	strain=Fiocruz LV2790		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol115	J. Craig Venter Institute	GCA_000217095.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/095/GCF_000217095.1_CLC_glsol115			na
GCF_000217115.1	PRJNA224116	SAMN00254334	AFKH00000000.1	na	996829	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2787	strain=Fiocruz LV2787		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol114	J. Craig Venter Institute	GCA_000217115.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/115/GCF_000217115.1_CLC_glsol114			na
GCF_000217135.1	PRJNA224116	SAMN00254333	AFKG00000000.1	na	996828	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2776	strain=Fiocruz LV2776		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol112	J. Craig Venter Institute	GCA_000217135.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/135/GCF_000217135.1_CLC_glsol112			na
GCF_000217155.1	PRJNA224116	SAMN00254332	AFKF00000000.1	na	996827	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2772	strain=Fiocruz LV2772		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol111	J. Craig Venter Institute	GCA_000217155.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/155/GCF_000217155.1_CLC_glsol111			na
GCF_000217195.1	PRJNA224116	SAMN00254330	AFKD00000000.1	na	996825	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2767	strain=Fiocruz LV2767		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol109	J. Craig Venter Institute	GCA_000217195.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/195/GCF_000217195.1_CLC_glsol109			na
GCF_000217215.1	PRJNA224116	SAMN00254329	AFKC00000000.1	na	996824	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2763	strain=Fiocruz LV2763		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol107	J. Craig Venter Institute	GCA_000217215.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/215/GCF_000217215.1_CLC_glsol107			na
GCF_000217235.1	PRJNA224116	SAMN00254328	AFKB00000000.1	na	996823	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2759	strain=Fiocruz LV2759		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol106	J. Craig Venter Institute	GCA_000217235.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/235/GCF_000217235.1_CLC_glsol106			na
GCF_000217255.1	PRJNA224116	SAMN00254326	AFKA00000000.1	na	996822	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2752	strain=Fiocruz LV2752		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol104	J. Craig Venter Institute	GCA_000217255.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/255/GCF_000217255.1_CLC_glsol104			na
GCF_000217275.1	PRJNA224116	SAMN00254325	AFJZ00000000.1	na	996821	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV999	strain=Fiocruz LV999		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol100	J. Craig Venter Institute	GCA_000217275.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/275/GCF_000217275.1_CLC_glsol100			na
GCF_000217295.2	PRJNA224116	SAMN00254380	AFJV00000000.2	na	996817	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV251	strain=Fiocruz LV251		latest	Contig	Major	Full	2013/05/17	CA_glsol085	J. Craig Venter Institute	GCA_000217295.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/295/GCF_000217295.2_CA_glsol085			na
GCF_000217315.1	PRJNA224116	SAMN00254382	AFJU00000000.1	na	996816	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV239	strain=Fiocruz LV239		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol084	J. Craig Venter Institute	GCA_000217315.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/315/GCF_000217315.1_CLC_glsol084			na
GCF_000217335.2	PRJNA224116	SAMN00254379	AFJT00000000.2	na	996815	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV224	strain=Fiocruz LV224		latest	Contig	Major	Full	2013/05/17	CA_glsol083	J. Craig Venter Institute	GCA_000217335.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/335/GCF_000217335.2_CA_glsol083			na
GCF_000217355.1	PRJNA224116	SAMN00254381	AFJS00000000.1	na	996814	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV212	strain=Fiocruz LV212		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol082	J. Craig Venter Institute	GCA_000217355.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/355/GCF_000217355.1_CLC_glsol082			na
GCF_000217375.1	PRJNA224116	SAMN00254375	AFJR00000000.1	na	996813	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV204	strain=Fiocruz LV204		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol081	J. Craig Venter Institute	GCA_000217375.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/375/GCF_000217375.1_CLC_glsol081			na
GCF_000217395.1	PRJNA224116	SAMN00254378	AFJQ00000000.1	na	996812	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV199	strain=Fiocruz LV199		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol080	J. Craig Venter Institute	GCA_000217395.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/395/GCF_000217395.1_CLC_glsol080			na
GCF_000217415.1	PRJNA224116	SAMN00254377	AFJP00000000.1	na	996811	173	Leptospira interrogans serovar Copenhageni str. Fiocruz LV192	strain=Fiocruz LV192		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol079	J. Craig Venter Institute	GCA_000217415.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/415/GCF_000217415.1_CLC_glsol079			na
GCF_000217435.1	PRJNA224116	SAMN00254370	AFJO00000000.1	na	996810	173	Leptospira interrogans serovar Grippotyphosa str. 2006006971	strain=2006006971		latest	Scaffold	Major	Full	2011/06/07	CLC_glsol035	J. Craig Venter Institute	GCA_000217435.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/435/GCF_000217435.1_CLC_glsol035			na
GCF_000217455.2	PRJNA224116	SAMN02436630	AFJN00000000.2	na	996805	28183	Leptospira santarosai str. 2000030832	strain=2000030832		latest	Contig	Major	Full	2013/03/15	gls454040v2.0	J. Craig Venter Institute	GCA_000217455.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/455/GCF_000217455.2_gls454040v2.0			na
GCF_000217475.2	PRJNA224116	SAMN00255257	AFJM00000000.2	na	996804	28184	Leptospira weilii str. 2006001855	strain=2006001855		latest	Contig	Major	Full	2013/03/15	gls454038v02	J. Craig Venter Institute	GCA_000217475.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/475/GCF_000217475.2_gls454038v02			na
